#Wavelength         Spectrum        Cont-Subtr-Spectrum           Error           Mask
#[Angstrom]  [1.0E-17 erg/s/cm^2/A] [1.0E-17 erg/s/cm^2/A] [1.0E-17 erg/s/cm^2/A] [Bit Array]
8212.97            25.471800            -0.184164               0.896960                0
8214.86            26.081300             0.435152               0.905172                0
8216.75            26.249100             0.613031               0.918902                0
8218.64            27.371200             1.737709               0.938485                0
8220.53            25.507800            -0.134573               0.897274                0
8222.43            25.772400             0.138468               0.902830                0
8224.32            26.669300             1.045471               0.925569                0
8226.21            26.059900             0.440350               0.932002                0
8228.11            26.180000             0.564617               0.922006                0
8230.00            24.807000            -0.797863               0.917501                0
8231.90            25.014700            -0.590162               0.926717                0
8233.79            24.783700            -0.810749               0.915066                0
8235.69            25.941500             0.344299               0.904095                0
8237.59            26.136700             0.549933               0.891009                0
8239.48            26.001500             0.417215               0.885702                0
8241.38            24.914200            -0.665148               0.874800                0
8243.28            23.225500            -2.342854               0.866862                0
8245.18            25.052500            -0.504789               0.911925                0
8247.08            24.876600            -0.676144               0.914297                0
8248.98            24.630600            -0.911217               0.911724                0
8250.87            24.930900            -0.604666               0.921927                0
8252.77            25.646000             0.110434               0.903574                0
8254.68            25.042300            -0.484907               0.885820                0
8256.58            24.449500            -1.066582               0.886795                0
8258.48            25.612900             0.096819               0.909550                0
8260.38            24.646100            -0.867197               0.898037                0
8262.28            23.932400            -1.569445               0.881367                0
8264.18            24.647200            -0.849405               0.879215                0
8266.09            25.390800            -0.094145               0.887332                0
8267.99            24.622500            -0.862446               0.893630                0
8269.90            25.118500            -0.366445               0.911088                0
8271.80            25.573500             0.088554               0.906830                0
8273.70            25.301600            -0.183346               0.903526                0
8275.61            24.632400            -0.852545               0.896340                0
8277.52            23.663800            -1.809093               0.936812                0
8279.42            26.810400             1.349354               1.104220                0
8281.33            23.233800            -2.221884               1.215544                0
8283.24            27.218500             1.771757               1.379742                0
8285.14            26.957400             1.518805               1.465650                0
8287.05            25.585300             0.153923               1.154019                0
8288.96            25.147200            -0.284178               1.243367          8388608
8290.87            26.929400             1.498022               1.522507          8388608
8292.78            26.469900             1.051945               1.389951                0
8294.69            23.858200            -1.546362               1.093754                0
8296.60            25.164200            -0.227675               1.010550                0
8298.51            27.020800             1.642481               1.181397                0
8300.42            24.503200            -0.861696               1.483903          8388608
8302.33            27.052700             1.692600               1.627749          8388608
8304.24            26.354800             1.006231               1.194374                0
8306.15            26.458900             1.124161               1.026954                0
8308.07            25.804900             0.456917               0.983113                0
8309.98            27.364000             2.011621               0.973377                0
8311.89            26.120000             0.781713               1.061773                0
8313.81            26.026100             0.700899               1.200575                0
8315.72            27.088100             1.764019               1.116920                0
8317.64            25.398200             0.085732               0.963312                0
8319.55            24.378400            -0.922409               0.940251                0
8321.47            24.344600            -0.943172               0.948547                0
8323.39            25.985700             0.710953               0.950847                0
8325.30            23.382900            -1.879505               0.909196                0
8327.22            25.961600             0.703941               0.922739                0
8329.14            27.786100             2.541534               0.941809                0
8331.05            25.346600             0.115492               0.911206                0
8332.97            27.211700             1.993786               0.949967                0
8334.89            26.080700             0.875811               0.960726                0
8336.81            25.915700             0.723675               0.973239                0
8338.73            25.853000             0.667061               0.976407                0
8340.65            26.089000             0.915617               0.991290                0
8342.57            25.375600             0.214907               1.024438                0
8344.49            27.767800             2.607105               1.318481                0
8346.42            28.216100             3.068258               2.122621          8388608
8348.34            29.820800             4.686592               2.619103          8388608
8350.26            25.172400             0.052084               1.489734          8388608
8352.18            24.403900            -0.702541               1.066160                0
8354.11            25.002700            -0.094231               1.335183                0
8356.03            23.512800            -1.570129               1.562166                0
8357.95            23.889700            -1.189602               1.204415                0
8359.88            24.401200            -0.668972               0.970631                0
8361.80            25.525000             0.468990               0.971400                0
8363.73            24.805100            -0.236822               1.008468                0
8365.66            26.797500             1.768831               1.101279                0
8367.58            25.904400             0.888760               1.212898                0
8369.51            24.001900            -1.013741               1.110635                0
8371.44            26.304000             1.301510               0.993730                0
8373.36            24.837300            -0.152014               0.934535                0
8375.29            22.983600            -1.996920               0.940592                0
8377.22            24.232500            -0.734531               0.948940                0
8379.15            24.538300            -0.426985               0.924252                0
8381.08            22.798700            -2.161654               0.956388                0
8383.01            23.781400            -1.171919               1.118406                0
8384.94            24.481000            -0.472456               1.249476                0
8386.87            23.178700            -1.766001               1.132087                0
8388.80            24.766800            -0.177900               0.983155                0
8390.73            24.519200            -0.412182               0.928625                0
8392.67            23.777300            -1.154081               0.936253                0
8394.60            24.131100            -0.800281               0.950439                0
8396.53            23.564300            -1.353842               0.946743                0
8398.47            26.577800             1.659658               1.114951                0
8400.40            29.620800             4.711029               1.844978          8388608
8402.34            28.728300             3.831656               2.306009          8388608
8404.27            24.635200            -0.267759               1.493781          8388608
8406.21            21.873400            -3.016098               1.021014                0
8408.14            24.671200            -0.205034               0.935925                0
8410.08            24.859500            -0.010418               0.931097                0
8412.01            24.020600            -0.836451               0.940288                0
8413.95            24.089500            -0.754810               0.959814                0
8415.89            24.240200            -0.591381               1.153033                0
8417.83            25.230300             0.398720               1.429701                0
8419.77            24.927800             0.096218               1.329221                0
8421.70            23.524000            -1.294998               1.065599                0
8423.64            25.811400             1.004972               1.025423                0
8425.58            25.399500             0.605272               1.000814                0
8427.52            23.468100            -1.313925               0.981048                0
8429.46            22.361700            -2.408310               1.134064                0
8431.41            26.578500             1.820604               1.780084          8388608
8433.35            28.144600             3.398359               2.412379          8388608
8435.29            22.886900            -1.847624               1.796030                0
8437.23            23.506700            -1.219099               1.149570                0
8439.18            25.222600             0.498899               1.014349                0
8441.12            25.538200             0.825317               0.960726                0
8443.06            23.334700            -1.367699               0.922845                0
8445.01            23.136400            -1.555216               0.940979                0
8446.95            24.234100            -0.446226               0.971914                0
8448.90            25.171500             0.495417               1.016939                0
8450.84            24.808000             0.137072               1.067997                0
8452.79            25.817200             1.146271               1.254749                0
8454.74            27.150900             2.490822               1.452979                0
8456.68            28.167000             3.511648               1.371903                0
8458.63            20.906800            -3.748552               1.011120                0
8460.58            23.857400            -0.797951               0.937124                0
8462.53            25.699800             1.053156               0.966051                0
8464.47            24.476800            -0.169844               1.086711                0
8466.42            27.157000             2.515522               1.580677                0
8468.37            27.294600             2.658218               2.350158          8388608
8470.32            21.683900            -2.946123               1.638723          8388608
8472.27            23.741300            -0.883444               1.036944                0
8474.23            22.406300            -2.211988               0.943287                0
8476.18            24.976400             0.369982               0.970357                0
8478.13            25.511300             0.916841               0.979212                0
8480.08            26.386300             1.803625               0.979997                0
8482.03            23.649100            -0.927757               0.967641                0
8483.99            23.598300            -0.973204               0.971896                0
8485.94            24.946300             0.386412               0.965708                0
8487.90            22.984300            -1.575588               0.925712                0
8489.85            25.196600             0.648449               0.962255                0
8491.80            24.250200            -0.286392               0.999016                0
8493.76            23.953300            -0.571718               1.133770                0
8495.72            26.240300             1.727079               1.373156                0
8497.67            23.438000            -1.069292               1.265699                0
8499.63            23.058900            -1.436979               1.065782                0
8501.59            24.706900             0.215584               0.986383                0
8503.54            23.226200            -1.265116               1.013699                0
8505.50            25.276100             0.796791               1.238465                0
8507.46            24.462700            -0.013277               1.520315                0
8509.42            25.870600             1.406242               1.398759                0
8511.38            23.478400            -0.985044               1.056798                0
8513.34            24.506700             0.054125               0.988989                0
8515.30            23.882300            -0.561806               0.949774                0
8517.26            23.221100            -1.212315               0.933809                0
8519.22            24.336200            -0.097214               0.947134                0
8521.19            24.558100             0.124685               0.962768                0
8523.15            23.217800            -1.215614               0.968399                0
8525.11            25.463800             1.030386               1.003712                0
8527.07            24.830100             0.396685               0.998927                0
8529.04            23.964600            -0.462622               0.973483                0
8531.00            23.993800            -0.428917               0.960753                0
8532.97            24.209200            -0.207125               0.956966                0
8534.93            24.560500             0.144175               0.982519                0
8536.90            25.602400             1.186075               1.023561                0
8538.86            23.282800            -1.128973               1.050746                0
8540.83            25.489900             1.077404               1.134256                0
8542.80            22.377900            -2.023258               1.074933                0
8544.76            20.239000            -4.160976               0.955982                0
8546.73            18.802200            -5.597776               0.911558                0
8548.70            20.594100            -3.803268               1.000556                0
8550.67            22.190900            -2.206469               1.236341                0
8552.64            24.168000            -0.229654               1.300261                0
8554.61            21.326200            -3.071453               1.076823                0
8556.58            23.517600            -0.868973               0.981662                0
8558.55            24.474000             0.098879               0.968526                0
8560.52            24.437800             0.061974               0.954165                0
8562.49            22.281200            -2.093386               0.931453                0
8564.46            22.815500            -1.559086               0.939549                0
8566.43            22.611200            -1.751789               0.941096                0
8568.41            22.423100            -1.940228               0.933561                0
8570.38            24.116200            -0.247127               0.962504                0
8572.35            23.740700            -0.611921               0.963948                0
8574.33            23.691400            -0.661221               0.979240                0
8576.30            24.613300             0.272255               1.008430                0
8578.28            22.991400            -1.349646               0.990507                0
8580.25            24.182200            -0.158846               0.990065                0
8582.23            24.058300            -0.288029               0.978068                0
8584.20            22.320100            -2.020945               0.968480                0
8586.18            20.814600            -3.520206               0.948803                0
8588.16            17.700700            -6.640345               0.925284                0
8590.14            17.115700            -7.225346               0.960026                0
8592.11            14.956900            -9.372551               0.952187                0
8594.09            18.251900            -6.072565               0.947848                0
8596.07            19.815000            -4.515518               0.967347                0
8598.05            23.338800            -0.981882               1.115542                0
8600.03            26.304600             1.983917               1.232749                0
8602.01            25.368100             1.047417               1.122163                0
8603.99            22.488600            -1.826202               1.016553                0
8605.97            24.803500             0.499584               1.044124                0
8607.96            24.560900             0.265160               1.029695                0
8609.94            25.010600             0.725718               1.033447                0
8611.92            24.958300             0.681322               1.053569                0
8613.90            24.267700            -0.002016               1.052723                0
8615.89            22.731700            -1.531151               1.096599                0
8617.87            23.224800            -1.038052               1.270341                0
8619.86            25.332700             1.064323               1.371611                0
8621.84            24.642200             0.373823               1.299513                0
8623.83            24.169500            -0.087870               1.435987                0
8625.81            23.829800            -0.416651               1.508445                0
8627.80            24.634800             0.388350               1.450055                0
8629.79            23.635200            -0.600334               1.520646                0
8631.77            25.194100             0.970501               1.602175                0
8633.76            22.948200            -1.272591               1.518729                0
8635.75            22.718700            -1.502090               1.519873                0
8637.74            25.839800             1.619478               1.477261                0
8639.73            23.481900            -0.727051               1.338236                0
8641.72            22.581000            -1.621782               1.279637                0
8643.71            24.688200             0.479250               1.294622                0
8645.70            23.288300            -0.914482               1.153609                0
8647.69            23.010200            -1.182510               1.088163                0
8649.68            24.190000             0.009525               1.205918                0
8651.67            25.257700             1.077225               1.494725                0
8653.66            24.572100             0.380621               1.601105                0
8655.66            24.487900             0.300167               1.505323                0
8657.65            24.036200            -0.144589               1.503741                0
8659.64            24.651400             0.483416               1.507394                0
8661.64            24.510000             0.342016               1.533441                0
8663.63            27.735100             3.579937               1.613745                0
8665.63            24.427200             0.263086               1.525685                0
8667.62            23.786800            -0.364422               1.508464                0
8669.62            24.856900             0.719164               1.460039                0
8671.62            24.516800             0.379065               1.509183                0
8673.61            25.261500             1.124863               1.615633                0
8675.61            24.957500             0.834301               1.420386                0
8677.61            24.932000             0.795362               1.335392                0
8679.61            25.352100             1.202681               1.340047                0
8681.60            24.830300             0.680332               1.249508                0
8683.60            25.391800             1.228226               1.257206                0
8685.60            24.080400            -0.083174               1.189546                0
8687.60            26.646300             2.482725               1.206975                0
8689.60            25.373100             1.210157               1.209550                0
8691.61            24.098200            -0.057894               1.131982                0
8693.61            25.846600             1.690506               1.131037                0
8695.61            24.662000             0.519995               1.154707                0
8697.61            23.293600            -0.848406               1.117537                0
8699.61            25.598700             1.449047               1.113163                0
8701.62            23.057200            -1.084806               1.098577                0
8703.62            22.254200            -1.901894               1.089465                0
8705.63            24.916000             0.773994               1.107072                0
8707.63            23.071400            -1.060448               1.083894                0
8709.64            19.429700            -4.710768               1.042240                0
8711.64            15.800600            -8.333221               0.994712                0
8713.65            17.429100            -6.709576               0.988081                0
8715.65            21.201400            -2.922794               1.027090                0
8717.66            21.777300            -2.332472               1.028261                0
8719.67            22.653600            -1.456171               1.056914                0
8721.68            22.869100            -1.232950               1.080070                0
8723.69            23.322400            -0.779652               1.091730                0
8725.69            23.714100            -0.387951               1.079422                0
8727.70            22.226600            -1.889835               1.045111                0
8729.71            22.902000            -1.207407               1.055811                0
8731.72            23.296000            -0.820437               1.084954                0
8733.73            24.569800             0.438965               1.117829                0
8735.75            24.928700             0.797865               1.116546                0
8737.76            20.838200            -3.278236               1.037799                0
8739.77            23.675200            -0.441236               1.077730                0
8741.78            23.378100            -0.738337               1.089051                0
8743.80            23.342300            -0.787443               1.098757                0
8745.81            24.752400             0.617779               1.119549                0
8747.82            24.493200             0.372978               1.131341                0
8749.84            26.147600             2.041765               1.156977                0
8751.85            24.199500             0.108250               1.123639                0
8753.87            24.679500             0.602638               1.128969                0
8755.88            25.635900             1.573521               1.156424                0
8757.90            25.232900             1.160109               1.231599                0
8759.92            24.443700             0.371651               1.473169                0
8761.93            27.389600             3.321104               1.943790                0
8763.95            22.178200            -1.876024               2.339836          8388608
8765.97            29.039100             4.999348               2.267387          8388608
8767.99            23.991400            -0.041613               1.798012          8388608
8770.01            24.098000             0.072525               2.305157          8388608
8772.03            22.537200            -1.500931               1.998354          8388608
8774.05            23.973600            -0.077837               1.440184                0
8776.07            23.819500            -0.217661               1.300422                0
8778.09            21.265400            -2.757465               1.596038                0
8780.11            32.189700             8.166836               2.303237          8388608
8782.13            20.869100            -3.153227               2.402958          8388608
8784.16            23.976500            -0.045828               1.623561                0
8786.18            26.091300             2.068972               1.281029                0
8788.20            23.949400            -0.072927               1.167448                0
8790.23            21.415300            -2.592289               1.155555                0
8792.25            23.662500            -0.348484               1.523322                0
8794.27            23.599700            -0.417666               2.023678                0
8796.30            24.475900             0.458534               1.645812                0
8798.32            22.280200            -1.737167               1.189791                0
8800.35            24.549400             0.532034               1.153445                0
8802.38            26.115800             2.107367               1.185157                0
8804.40            23.224900            -0.796469               1.154249                0
8806.43            24.597000             0.590265               1.153179                0
8808.46            24.026700             0.019964               1.133030                0
8810.49            24.701300             0.694565               1.165044                0
8812.52            23.710500            -0.310867               1.207501                0
8814.55            24.226900             0.205532               1.203605                0
8816.58            23.791900            -0.224579               1.145652                0
8818.61            25.589000             1.572521               1.154732                0
8820.64            25.827500             1.809134               1.153730                0
8822.67            24.736500             0.732941               1.156260                0
8824.70            24.704600             0.686234               1.288598                0
8826.73            26.401600             2.397930               1.887599                0
8828.77            29.074900             5.085928               3.578045          8388608
8830.80            27.580900             3.593410               3.504172          8388608
8832.83            27.116300             3.136753               1.961640          8388608
8834.87            23.985500             0.017963               1.546754                0
8836.90            25.417800             1.450264               1.731667                0
8838.94            22.256100            -1.695478               2.069232          8388608
8840.97            26.729500             2.777922               2.167643                0
8843.01            22.278100            -1.657785               1.390304                0
8845.04            24.595800             0.644222               1.210272                0
8847.08            25.182200             1.230621               1.207311                0
8849.12            24.303500             0.335962               1.268230                0
8851.16            24.877400             0.909863               1.456110                0
8853.19            25.886100             1.918564               1.603437                0
8855.23            22.509100            -1.447027               1.315413                0
8857.27            22.761100            -1.195026               1.149506                0
8859.31            23.153300            -0.802744               1.158829                0
8861.35            25.370400             1.430691               1.195590                0
8863.39            24.592500             0.652792               1.205098                0
8865.43            26.934800             2.978756               1.245106                0
8867.48            22.963400            -0.992643               1.328604                0
8869.52            25.394100             1.438057               1.842396                0
8871.56            23.603700            -0.359345               1.875717                0
8873.60            24.052000             0.099543               1.386517                0
8875.65            23.648900            -0.315834               1.199457                0
8877.69            22.664200            -1.300138               1.213406                0
8879.73            26.783900             2.836130               1.221508                0
8881.78            25.669600             1.718136               1.232350                0
8883.83            26.136500             2.197075               1.284678                0
8885.87            18.471300            -5.458101               1.970073                0
8887.92            30.269600             6.340199               3.825719          8388608
8889.96            21.443100            -2.503029               3.510869          8388608
8892.01            26.840100             2.883940               1.829040                0
8894.06            22.585600            -1.386892               1.440469                0
8896.11            24.045300             0.064575               1.291134                0
8898.16            25.291300             1.302572               1.197581                0
8900.20            24.062500             0.065781               1.176602                0
8902.25            24.818900             0.813772               1.292164                0
8904.30            24.870000             0.873282               1.712304                0
8906.35            26.291200             2.302473               2.139058          8388608
8908.41            22.043600            -1.953119               1.656822                0
8910.46            24.129900             0.149410               1.293163                0
8912.51            22.256200            -1.715868               1.202920                0
8914.56            24.121500             0.157423               1.140994                0
8916.61            22.549200            -1.406216               1.139607                0
8918.67            19.644700            -4.305897               1.457115                0
8920.72            29.995100             6.036545               2.640858                0
8922.78            23.888000            -0.078592               4.466788          8388608
8924.83            30.100600             6.142044               2.928650                0
8926.89            23.949300            -0.000332               1.288594                0
8928.94            22.480200            -1.466417               1.182460                0
8931.00            25.322800             1.374020               1.213498                0
8933.05            22.265700            -1.673805               1.394692                0
8935.11            22.363400            -1.582806               1.380799                0
8937.17            24.392300             0.455419               1.183582                0
8939.23            24.565600             0.619394               1.160971                0
8941.29            24.512100             0.557402               1.154720                0
8943.35            20.807900            -3.137457               1.310667                0
8945.40            22.816000            -1.138699               2.017610                0
8947.46            25.114800             1.151604               2.037425                0
8949.53            22.960700            -0.994000               1.309797                0
8951.59            23.541300            -0.421896               1.215409                0
8953.65            23.673100            -0.298700               1.233238                0
8955.71            21.658400            -2.309677               1.249763                0
8957.77            25.516500             1.557751               1.526787                0
8959.83            19.475200            -4.474974               3.025251          8388608
8961.90            31.016300             7.075739               4.020070          8388608
8963.96            21.256000            -2.682650               2.492131                0
8966.03            24.520800             0.590830               1.546397                0
8968.09            23.019900            -0.900126               1.273952                0
8970.16            26.777700             2.866173               1.189148                0
8972.22            22.805900            -1.095711               1.170283                0
8974.29            22.712500            -1.191456               1.230845                0
8976.35            21.607300            -2.288095               1.189623                0
8978.42            24.169800             0.284546               1.156393                0
8980.49            22.812000            -1.064999               1.127376                0
8982.56            24.650700             0.783169               1.214069                0
8984.63            24.715200             0.857033               1.267653                0
8986.69            25.634500             1.785837               1.286387                0
8988.76            26.212500             2.373312               1.540631                0
8990.83            24.706400             0.876621               2.020260                0
8992.90            28.871600             5.047043               1.967509                0
8994.98            21.783200            -2.031790               1.440492                0
8997.05            23.690200            -0.115570               1.227630                0
8999.12            21.827900            -1.971647               1.126735                0
9001.19            22.730100            -1.059921               1.362581                0
9003.26            19.535500            -4.244608               2.271455          8388608
9005.34            28.469600             4.679976               2.945281                0
9007.41            21.511800            -2.268307               1.883954                0
9009.49            25.300400             1.510775               1.290416                0
9011.56            23.392400            -0.407147               1.194492                0
9013.64            23.932900             0.143274               1.156267                0
9015.71            24.685700             0.886803               1.174418                0
9017.79            21.784700            -2.024132               1.162857                0
9019.86            24.793100             0.974697               1.232265                0
9021.94            22.991200            -0.837114               1.189767                0
9024.02            22.854600            -0.983398               1.202758                0
9026.10            22.247000            -1.599308               1.212547                0
9028.18            24.069800             0.213333               1.237788                0
9030.25            24.579100             0.713985               1.223593                0
9032.33            23.472600            -0.402556               1.186507                0
9034.41            24.809700             0.930883               1.208649                0
9036.49            22.981700            -0.906233               1.201405                0
9038.58            24.741800             0.843571               1.310698                0
9040.66            24.936200             1.028618               1.506733                0
9042.74            22.815200            -1.083029               1.420384                0
9044.82            23.524500            -0.363434               1.288444                0
9046.90            24.915700             1.018438               1.286708                0
9048.99            22.622900            -1.280518               1.277191                0
9051.07            24.450000             0.536886               1.699023                0
9053.16            25.689000             1.764740               2.068545                0
9055.24            22.229600            -1.683514               1.675376                0
9057.33            23.296800            -0.605879               1.332753                0
9059.41            20.545900            -3.347099               1.211785                0
9061.50            23.146600            -0.738922               1.170412                0
9063.58            23.321500            -0.554529               1.165210                0
9065.67            24.256000             0.390726               1.213665                0
9067.76            23.815000            -0.039318               1.260538                0
9069.85            24.274300             0.429213               1.317422                0
9071.94            21.680200            -2.154156               1.305836                0
9074.03            21.855200            -1.979156               1.302850                0
9076.12            22.299300            -1.535057               1.230523                0
9078.21            23.084400            -0.749956               1.196852                0
9080.30            25.697400             1.863043               1.235974                0
9082.39            24.407400             0.573044               1.270769                0
9084.48            21.244600            -2.588268               1.258374                0
9086.57            20.647300            -3.185904               1.248372                0
9088.66            24.659500             0.817051               1.334832                0
9090.76            23.618500            -0.223949               1.319222                0
9092.85            22.559900            -1.282549               1.369950                0
9094.94            24.608600             0.767220               1.559681                0
9097.04            21.721300            -2.108231               1.551471                0
9099.13            19.709000            -4.118458               1.370429                0
9101.23            24.597200             0.758591               1.371653                0
9103.32            24.317000             0.473757               1.517638                0
9105.42            25.456800             1.606724               1.879105                0
9107.52            23.372500            -0.465288               1.815238                0
9109.61            22.097100            -1.752977               1.371567                0
9111.71            23.934600             0.096813               1.302902                0
9113.81            24.341000             0.515799               1.254272                0
9115.91            23.116600            -0.721188               1.206426                0
9118.01            26.607500             2.782299               1.258613                0
9120.11            35.948700            12.128130               1.430570                0
9122.21            33.489600             9.682079               1.444664                0
9124.31            28.994500             5.184284               1.334606                0
9126.41            22.979200            -0.819878               1.218633                0
9128.51            23.165000            -0.634277               1.211268                0
9130.61            24.694900             0.909054               1.237893                0
9132.72            20.631700            -3.139767               1.234246                0
9134.82            25.765800             2.008699               1.306755                0
9136.92            23.606000            -0.138313               1.290989                0
9139.03            23.067000            -0.662695               1.330195                0
9141.13            23.880200             0.150505               1.308372                0
9143.24            23.486800            -0.242895               1.260232                0
9145.34            22.803200            -0.926495               1.258895                0
9147.45            26.624600             2.903076               1.320933                0
9149.56            23.496100            -0.210154               1.299814                0
9151.66            23.512800            -0.193453               1.337190                0
9153.77            23.475900            -0.216719               1.446661                0
9155.88            25.882000             2.175747               1.534667                0
9157.99            22.919600            -0.773020               1.463726                0
9160.10            26.216700             2.539488               1.443570                0
9162.20            20.862800            -2.801096               1.411349                0
9164.31            23.002800            -0.647230               1.489266                0
9166.43            22.437200            -1.198019               1.378785                0
9168.54            21.753000            -1.897030               1.263249                0
9170.65            22.323400            -1.340496               1.263743                0
9172.76            23.302400            -0.376968               1.270004                0
9174.87            24.970500             1.304949               1.300791                0
9176.98            25.843500             2.193674               1.350242                0
9179.10            22.773500            -0.863201               1.307355                0
9181.21            22.271000            -1.378826               1.264138                0
9183.33            23.911800             0.275099               1.274924                0
9185.44            22.325200            -1.312565               1.262593                0
9187.56            24.440400             0.818365               1.313393                0
9189.67            23.668800             0.047634               1.290657                0
9191.79            22.837400            -0.799402               1.265925                0
9193.90            23.706600             0.085434               1.282345                0
9196.02            22.609700            -0.996511               1.310588                0
9198.14            22.001100            -1.588280               1.322002                0
9200.26            22.942700            -0.663511               1.361096                0
9202.38            24.887700             1.281488               1.414908                0
9204.50            24.067900             0.461689               1.445183                0
9206.62            24.765600             1.176220               1.488692                0
9208.74            24.765800             1.159590               0.000000         16777216
9210.86            24.766000             1.174931               0.000000         16777216
9212.98            24.766200             1.192015               0.000000         16777216
